Entity,Code,Date,international_travel_controls
Morocco,MAR,2020-04-23,4
Morocco,MAR,2020-04-24,4
Morocco,MAR,2020-04-25,4
Morocco,MAR,2020-04-26,4
Morocco,MAR,2020-04-27,4
Morocco,MAR,2020-04-28,4
Morocco,MAR,2020-04-29,4
Morocco,MAR,2020-04-30,4
Morocco,MAR,2020-05-01,4
Morocco,MAR,2020-05-02,4
Morocco,MAR,2020-05-03,4
Morocco,MAR,2020-05-04,4
Morocco,MAR,2020-05-05,4
Morocco,MAR,2020-05-06,4
Morocco,MAR,2020-05-07,4
Morocco,MAR,2020-05-08,4
Morocco,MAR,2020-05-09,4
Morocco,MAR,2020-05-10,4
Morocco,MAR,2020-05-11,4
Morocco,MAR,2020-05-12,4
Morocco,MAR,2020-05-13,4
Morocco,MAR,2020-05-14,4
Morocco,MAR,2020-05-15,4
Morocco,MAR,2020-05-16,4
Morocco,MAR,2020-05-17,4
Morocco,MAR,2020-05-18,4
Morocco,MAR,2020-05-19,4
Morocco,MAR,2020-05-20,4
Morocco,MAR,2020-05-21,4
Morocco,MAR,2020-05-22,4
Morocco,MAR,2020-05-23,4
Morocco,MAR,2020-05-24,4
Morocco,MAR,2020-05-25,4
Morocco,MAR,2020-05-26,4
Morocco,MAR,2020-05-27,4
Morocco,MAR,2020-05-28,4
Morocco,MAR,2020-05-29,4
Morocco,MAR,2020-05-30,4
Morocco,MAR,2020-05-31,4
Morocco,MAR,2020-06-01,4
Morocco,MAR,2020-06-02,4
Morocco,MAR,2020-06-03,4
Morocco,MAR,2020-06-04,4
Morocco,MAR,2020-06-05,4
Morocco,MAR,2020-06-06,4
Morocco,MAR,2020-06-07,4
Morocco,MAR,2020-06-08,4
Morocco,MAR,2020-06-09,4
Morocco,MAR,2020-06-10,4
Morocco,MAR,2020-06-11,4
Morocco,MAR,2020-06-12,4
Morocco,MAR,2020-06-13,4
Morocco,MAR,2020-06-14,4
Morocco,MAR,2020-06-15,4
Morocco,MAR,2020-06-16,4
Morocco,MAR,2020-06-17,4
Morocco,MAR,2020-06-18,4
Morocco,MAR,2020-06-19,4
Morocco,MAR,2020-06-20,4
Morocco,MAR,2020-06-21,4
Morocco,MAR,2020-06-22,4
Morocco,MAR,2020-06-23,4
Morocco,MAR,2020-06-24,4
Morocco,MAR,2020-06-25,4
Morocco,MAR,2020-06-26,4
Morocco,MAR,2020-06-27,4
Morocco,MAR,2020-06-28,4
Morocco,MAR,2020-06-29,4
Morocco,MAR,2020-06-30,4
Morocco,MAR,2020-07-01,4
Morocco,MAR,2020-07-02,4
Morocco,MAR,2020-07-03,4
Morocco,MAR,2020-07-04,4
Morocco,MAR,2020-07-05,4
Morocco,MAR,2020-07-06,4
Morocco,MAR,2020-07-07,4
Morocco,MAR,2020-07-08,4
Morocco,MAR,2020-07-09,4
Morocco,MAR,2020-07-10,4
Morocco,MAR,2020-07-11,4
Morocco,MAR,2020-07-12,4
Morocco,MAR,2020-07-13,4
Morocco,MAR,2020-07-14,4
Morocco,MAR,2020-07-15,4
Morocco,MAR,2020-07-16,4
Morocco,MAR,2020-07-17,4
Morocco,MAR,2020-07-18,4
Morocco,MAR,2020-07-19,4
Morocco,MAR,2020-07-20,4
Morocco,MAR,2020-07-21,4
Morocco,MAR,2020-07-22,4
Morocco,MAR,2020-07-23,4
Morocco,MAR,2020-07-24,4
Morocco,MAR,2020-07-25,4
Morocco,MAR,2020-07-26,4
Morocco,MAR,2020-07-27,4
Morocco,MAR,2020-07-28,4
Morocco,MAR,2020-07-29,4
Morocco,MAR,2020-07-30,4
Morocco,MAR,2020-07-31,4
Morocco,MAR,2020-08-01,4
Morocco,MAR,2020-08-02,4
Morocco,MAR,2020-08-03,4
Morocco,MAR,2020-08-04,4
Morocco,MAR,2020-08-05,4
Morocco,MAR,2020-08-06,4
Morocco,MAR,2020-08-07,4
Morocco,MAR,2020-08-08,4
Morocco,MAR,2020-08-09,4
Morocco,MAR,2020-08-10,4
Morocco,MAR,2020-08-11,4
Morocco,MAR,2020-08-12,4
Morocco,MAR,2020-08-13,4
Morocco,MAR,2020-08-14,4
Morocco,MAR,2020-08-15,4
Morocco,MAR,2020-08-16,4
Morocco,MAR,2020-08-17,4
Morocco,MAR,2020-08-18,4
Morocco,MAR,2020-08-19,4
Morocco,MAR,2020-08-20,4
Morocco,MAR,2020-08-21,4
Morocco,MAR,2020-08-22,4
Morocco,MAR,2020-08-23,4
Morocco,MAR,2020-08-24,4
Morocco,MAR,2020-08-25,4
Morocco,MAR,2020-08-26,4
Morocco,MAR,2020-08-27,4
Morocco,MAR,2020-08-28,4
Morocco,MAR,2020-08-29,4
Morocco,MAR,2020-08-30,4
Morocco,MAR,2020-08-31,4
Morocco,MAR,2020-09-01,4
Morocco,MAR,2020-09-02,4
Morocco,MAR,2020-09-03,4
Morocco,MAR,2020-09-04,4
Morocco,MAR,2020-09-05,4
Morocco,MAR,2020-09-06,4
Morocco,MAR,2020-09-07,4
Morocco,MAR,2020-09-08,4
Morocco,MAR,2020-09-09,4
Morocco,MAR,2020-09-10,4
Morocco,MAR,2020-09-11,4
Morocco,MAR,2020-09-12,4
Morocco,MAR,2020-09-13,4
Morocco,MAR,2020-09-14,3
Morocco,MAR,2020-09-15,3
Morocco,MAR,2020-09-16,3
Morocco,MAR,2020-09-17,3
Morocco,MAR,2020-09-18,3
Morocco,MAR,2020-09-19,3
Morocco,MAR,2020-09-20,3
Morocco,MAR,2020-09-21,3
Morocco,MAR,2020-09-22,3
Morocco,MAR,2020-09-23,3
Morocco,MAR,2020-09-24,3
Morocco,MAR,2020-09-25,3
Morocco,MAR,2020-09-26,3
Morocco,MAR,2020-09-27,3
Morocco,MAR,2020-09-28,3
Morocco,MAR,2020-09-29,3
Morocco,MAR,2020-09-30,3
Morocco,MAR,2020-10-01,3
Morocco,MAR,2020-10-02,3
Morocco,MAR,2020-10-03,3
Morocco,MAR,2020-10-04,3
Morocco,MAR,2020-10-05,3
Morocco,MAR,2020-10-06,3
Morocco,MAR,2020-10-07,3
Morocco,MAR,2020-10-08,3
Morocco,MAR,2020-10-09,3
Morocco,MAR,2020-10-10,3
Morocco,MAR,2020-10-11,3
Morocco,MAR,2020-10-12,3
Morocco,MAR,2020-10-13,3
Morocco,MAR,2020-10-14,3
Morocco,MAR,2020-10-15,3
Morocco,MAR,2020-10-16,3
Morocco,MAR,2020-10-17,3
Morocco,MAR,2020-10-18,3
Morocco,MAR,2020-10-19,3
Morocco,MAR,2020-10-20,3
Morocco,MAR,2020-10-21,3
Morocco,MAR,2020-10-22,3
Morocco,MAR,2020-10-23,3
Morocco,MAR,2020-10-24,3
Morocco,MAR,2020-10-25,3
Morocco,MAR,2020-10-26,3
Morocco,MAR,2020-10-27,3
Morocco,MAR,2020-10-28,3
Morocco,MAR,2020-10-29,3
Morocco,MAR,2020-10-30,3
Morocco,MAR,2020-10-31,3
Morocco,MAR,2020-11-01,3
Morocco,MAR,2020-11-02,3
Morocco,MAR,2020-11-03,3
Morocco,MAR,2020-11-04,3
Morocco,MAR,2020-11-05,3
Morocco,MAR,2020-11-06,3
Morocco,MAR,2020-11-07,3
Morocco,MAR,2020-11-08,3
Morocco,MAR,2020-11-09,3
Morocco,MAR,2020-11-10,3
Morocco,MAR,2020-11-11,3
Morocco,MAR,2020-11-12,3
Morocco,MAR,2020-11-13,3
Morocco,MAR,2020-11-14,3
Morocco,MAR,2020-11-15,3
Morocco,MAR,2020-11-16,3
Morocco,MAR,2020-11-17,3
Morocco,MAR,2020-11-18,3
Morocco,MAR,2020-11-19,3
Morocco,MAR,2020-11-20,3
Morocco,MAR,2020-11-21,3
Mozambique,MOZ,2020-01-01,0
Mozambique,MOZ,2020-01-02,0
Mozambique,MOZ,2020-01-03,0
Mozambique,MOZ,2020-01-04,0
Mozambique,MOZ,2020-01-05,0
Mozambique,MOZ,2020-01-06,0
Mozambique,MOZ,2020-01-07,0
Mozambique,MOZ,2020-01-08,0
Mozambique,MOZ,2020-01-09,0
Mozambique,MOZ,2020-01-10,0
Mozambique,MOZ,2020-01-11,0
Mozambique,MOZ,2020-01-12,0
Mozambique,MOZ,2020-01-13,0
Mozambique,MOZ,2020-01-14,0
Mozambique,MOZ,2020-01-15,0
Mozambique,MOZ,2020-01-16,0
Mozambique,MOZ,2020-01-17,0
Mozambique,MOZ,2020-01-18,0
Mozambique,MOZ,2020-01-19,0
Mozambique,MOZ,2020-01-20,0
Mozambique,MOZ,2020-01-21,0
Mozambique,MOZ,2020-01-22,0
Mozambique,MOZ,2020-01-23,0
Mozambique,MOZ,2020-01-24,0
Mozambique,MOZ,2020-01-25,0
Mozambique,MOZ,2020-01-26,0
Mozambique,MOZ,2020-01-27,0
Mozambique,MOZ,2020-01-28,0
Mozambique,MOZ,2020-01-29,0
Mozambique,MOZ,2020-01-30,0
Mozambique,MOZ,2020-01-31,0
Mozambique,MOZ,2020-02-01,0
Mozambique,MOZ,2020-02-02,0
Mozambique,MOZ,2020-02-03,0
Mozambique,MOZ,2020-02-04,0
Mozambique,MOZ,2020-02-05,0
Mozambique,MOZ,2020-02-06,0
Mozambique,MOZ,2020-02-07,0
Mozambique,MOZ,2020-02-08,0
Mozambique,MOZ,2020-02-09,0
Mozambique,MOZ,2020-02-10,0
Mozambique,MOZ,2020-02-11,1
Mozambique,MOZ,2020-02-12,1
Mozambique,MOZ,2020-02-13,1
Mozambique,MOZ,2020-02-14,1
Mozambique,MOZ,2020-02-15,1
Mozambique,MOZ,2020-02-16,1
Mozambique,MOZ,2020-02-17,1
Mozambique,MOZ,2020-02-18,1
Mozambique,MOZ,2020-02-19,1
Mozambique,MOZ,2020-02-20,1
Mozambique,MOZ,2020-02-21,1
Mozambique,MOZ,2020-02-22,1
Mozambique,MOZ,2020-02-23,1
Mozambique,MOZ,2020-02-24,1
Mozambique,MOZ,2020-02-25,1
Mozambique,MOZ,2020-02-26,1
Mozambique,MOZ,2020-02-27,1
Mozambique,MOZ,2020-02-28,1
Mozambique,MOZ,2020-02-29,1
Mozambique,MOZ,2020-03-01,1
Mozambique,MOZ,2020-03-02,1
Mozambique,MOZ,2020-03-03,1
Mozambique,MOZ,2020-03-04,1
Mozambique,MOZ,2020-03-05,1
Mozambique,MOZ,2020-03-06,1
Mozambique,MOZ,2020-03-07,1
Mozambique,MOZ,2020-03-08,1
Mozambique,MOZ,2020-03-09,1
Mozambique,MOZ,2020-03-10,1
Mozambique,MOZ,2020-03-11,1
Mozambique,MOZ,2020-03-12,1
Mozambique,MOZ,2020-03-13,1
Mozambique,MOZ,2020-03-14,1
Mozambique,MOZ,2020-03-15,1
Mozambique,MOZ,2020-03-16,1
Mozambique,MOZ,2020-03-17,1
Mozambique,MOZ,2020-03-18,1
Mozambique,MOZ,2020-03-19,1
Mozambique,MOZ,2020-03-20,2
Mozambique,MOZ,2020-03-21,2
Mozambique,MOZ,2020-03-22,2
Mozambique,MOZ,2020-03-23,2
Mozambique,MOZ,2020-03-24,2
Mozambique,MOZ,2020-03-25,2
Mozambique,MOZ,2020-03-26,2
Mozambique,MOZ,2020-03-27,2
Mozambique,MOZ,2020-03-28,2
Mozambique,MOZ,2020-03-29,2
Mozambique,MOZ,2020-03-30,2
Mozambique,MOZ,2020-03-31,2
Mozambique,MOZ,2020-04-01,2
Mozambique,MOZ,2020-04-02,2
Mozambique,MOZ,2020-04-03,2
Mozambique,MOZ,2020-04-04,2
Mozambique,MOZ,2020-04-05,2
Mozambique,MOZ,2020-04-06,2
Mozambique,MOZ,2020-04-07,2
Mozambique,MOZ,2020-04-08,2
Mozambique,MOZ,2020-04-09,2
Mozambique,MOZ,2020-04-10,2
Mozambique,MOZ,2020-04-11,2
Mozambique,MOZ,2020-04-12,2
Mozambique,MOZ,2020-04-13,2
Mozambique,MOZ,2020-04-14,2
Mozambique,MOZ,2020-04-15,2
Mozambique,MOZ,2020-04-16,2
Mozambique,MOZ,2020-04-17,2
Mozambique,MOZ,2020-04-18,2
Mozambique,MOZ,2020-04-19,2
Mozambique,MOZ,2020-04-20,2
Mozambique,MOZ,2020-04-21,2
Mozambique,MOZ,2020-04-22,2
Mozambique,MOZ,2020-04-23,2
Mozambique,MOZ,2020-04-24,2
Mozambique,MOZ,2020-04-25,2
Mozambique,MOZ,2020-04-26,2
Mozambique,MOZ,2020-04-27,2
Mozambique,MOZ,2020-04-28,2
Mozambique,MOZ,2020-04-29,2
Mozambique,MOZ,2020-04-30,2
Mozambique,MOZ,2020-05-01,2
Mozambique,MOZ,2020-05-02,2
Mozambique,MOZ,2020-05-03,2
Mozambique,MOZ,2020-05-04,2
Mozambique,MOZ,2020-05-05,2
Mozambique,MOZ,2020-05-06,2
Mozambique,MOZ,2020-05-07,2
Mozambique,MOZ,2020-05-08,2
Mozambique,MOZ,2020-05-09,2
Mozambique,MOZ,2020-05-10,2
Mozambique,MOZ,2020-05-11,2
Mozambique,MOZ,2020-05-12,2
Mozambique,MOZ,2020-05-13,2
Mozambique,MOZ,2020-05-14,2
Mozambique,MOZ,2020-05-15,2
Mozambique,MOZ,2020-05-16,2
Mozambique,MOZ,2020-05-17,2
Mozambique,MOZ,2020-05-18,2
Mozambique,MOZ,2020-05-19,2
Mozambique,MOZ,2020-05-20,2
Mozambique,MOZ,2020-05-21,2
Mozambique,MOZ,2020-05-22,2
Mozambique,MOZ,2020-05-23,2
Mozambique,MOZ,2020-05-24,2
Mozambique,MOZ,2020-05-25,2
Mozambique,MOZ,2020-05-26,2
Mozambique,MOZ,2020-05-27,2
Mozambique,MOZ,2020-05-28,2
Mozambique,MOZ,2020-05-29,4
Mozambique,MOZ,2020-05-30,4
Mozambique,MOZ,2020-05-31,4
Mozambique,MOZ,2020-06-01,4
Mozambique,MOZ,2020-06-02,4
Mozambique,MOZ,2020-06-03,4
Mozambique,MOZ,2020-06-04,4
Mozambique,MOZ,2020-06-05,4
Mozambique,MOZ,2020-06-06,4
Mozambique,MOZ,2020-06-07,4
Mozambique,MOZ,2020-06-08,4
Mozambique,MOZ,2020-06-09,4
Mozambique,MOZ,2020-06-10,4
Mozambique,MOZ,2020-06-11,4
Mozambique,MOZ,2020-06-12,4
Mozambique,MOZ,2020-06-13,4
Mozambique,MOZ,2020-06-14,4
Mozambique,MOZ,2020-06-15,4
Mozambique,MOZ,2020-06-16,4
Mozambique,MOZ,2020-06-17,4
Mozambique,MOZ,2020-06-18,4
Mozambique,MOZ,2020-06-19,4
Mozambique,MOZ,2020-06-20,4
Mozambique,MOZ,2020-06-21,4
Mozambique,MOZ,2020-06-22,4
Mozambique,MOZ,2020-06-23,4
Mozambique,MOZ,2020-06-24,4
Mozambique,MOZ,2020-06-25,4
Mozambique,MOZ,2020-06-26,4
Mozambique,MOZ,2020-06-27,4
Mozambique,MOZ,2020-06-28,4
Mozambique,MOZ,2020-06-29,4
Mozambique,MOZ,2020-06-30,4
Mozambique,MOZ,2020-07-01,4
Mozambique,MOZ,2020-07-02,4
Mozambique,MOZ,2020-07-03,4
Mozambique,MOZ,2020-07-04,4
Mozambique,MOZ,2020-07-05,4
Mozambique,MOZ,2020-07-06,4
Mozambique,MOZ,2020-07-07,4
Mozambique,MOZ,2020-07-08,4
Mozambique,MOZ,2020-07-09,4
Mozambique,MOZ,2020-07-10,4
Mozambique,MOZ,2020-07-11,4
Mozambique,MOZ,2020-07-12,4
Mozambique,MOZ,2020-07-13,2
Mozambique,MOZ,2020-07-14,2
Mozambique,MOZ,2020-07-15,2
Mozambique,MOZ,2020-07-16,2
Mozambique,MOZ,2020-07-17,2
Mozambique,MOZ,2020-07-18,2
Mozambique,MOZ,2020-07-19,2
Mozambique,MOZ,2020-07-20,2
Mozambique,MOZ,2020-07-21,2
Mozambique,MOZ,2020-07-22,2
Mozambique,MOZ,2020-07-23,2
Mozambique,MOZ,2020-07-24,2
Mozambique,MOZ,2020-07-25,2
Mozambique,MOZ,2020-07-26,2
Mozambique,MOZ,2020-07-27,2
Mozambique,MOZ,2020-07-28,2
Mozambique,MOZ,2020-07-29,4
Mozambique,MOZ,2020-07-30,4
Mozambique,MOZ,2020-07-31,4
Mozambique,MOZ,2020-08-01,4
Mozambique,MOZ,2020-08-02,4
Mozambique,MOZ,2020-08-03,4
Mozambique,MOZ,2020-08-04,4
Mozambique,MOZ,2020-08-05,4
Mozambique,MOZ,2020-08-06,4
Mozambique,MOZ,2020-08-07,4
Mozambique,MOZ,2020-08-08,4
Mozambique,MOZ,2020-08-09,4
Mozambique,MOZ,2020-08-10,4
Mozambique,MOZ,2020-08-11,4
Mozambique,MOZ,2020-08-12,4
Mozambique,MOZ,2020-08-13,4
Mozambique,MOZ,2020-08-14,4
Mozambique,MOZ,2020-08-15,4
Mozambique,MOZ,2020-08-16,4
Mozambique,MOZ,2020-08-17,4
Mozambique,MOZ,2020-08-18,2
Mozambique,MOZ,2020-08-19,2
Mozambique,MOZ,2020-08-20,2
Mozambique,MOZ,2020-08-21,2
Mozambique,MOZ,2020-08-22,2
Mozambique,MOZ,2020-08-23,2
Mozambique,MOZ,2020-08-24,2
Mozambique,MOZ,2020-08-25,2
Mozambique,MOZ,2020-08-26,2
Mozambique,MOZ,2020-08-27,2
Mozambique,MOZ,2020-08-28,2
Mozambique,MOZ,2020-08-29,2
Mozambique,MOZ,2020-08-30,2
Mozambique,MOZ,2020-08-31,2
Mozambique,MOZ,2020-09-01,2
Mozambique,MOZ,2020-09-02,2
Mozambique,MOZ,2020-09-03,2
Mozambique,MOZ,2020-09-04,2
Mozambique,MOZ,2020-09-05,2
Mozambique,MOZ,2020-09-06,2
Mozambique,MOZ,2020-09-07,2
Mozambique,MOZ,2020-09-08,2
Mozambique,MOZ,2020-09-09,2
Mozambique,MOZ,2020-09-10,2
Mozambique,MOZ,2020-09-11,2
Mozambique,MOZ,2020-09-12,2
Mozambique,MOZ,2020-09-13,2
Mozambique,MOZ,2020-09-14,2
Mozambique,MOZ,2020-09-15,2
Mozambique,MOZ,2020-09-16,2
Mozambique,MOZ,2020-09-17,2
Mozambique,MOZ,2020-09-18,2
Mozambique,MOZ,2020-09-19,2
Mozambique,MOZ,2020-09-20,2
Mozambique,MOZ,2020-09-21,2
Mozambique,MOZ,2020-09-22,2
Mozambique,MOZ,2020-09-23,2
Mozambique,MOZ,2020-09-24,2
Mozambique,MOZ,2020-09-25,2
Mozambique,MOZ,2020-09-26,2
Mozambique,MOZ,2020-09-27,2
Mozambique,MOZ,2020-09-28,2
Mozambique,MOZ,2020-09-29,2
Mozambique,MOZ,2020-09-30,2
Mozambique,MOZ,2020-10-01,2
Mozambique,MOZ,2020-10-02,2
Mozambique,MOZ,2020-10-03,2
Mozambique,MOZ,2020-10-04,2
Mozambique,MOZ,2020-10-05,2
Mozambique,MOZ,2020-10-06,2
Mozambique,MOZ,2020-10-07,2
Mozambique,MOZ,2020-10-08,2
Mozambique,MOZ,2020-10-09,2
Mozambique,MOZ,2020-10-10,2
Mozambique,MOZ,2020-10-11,2
Mozambique,MOZ,2020-10-12,2
Mozambique,MOZ,2020-10-13,2
Mozambique,MOZ,2020-10-14,2
Mozambique,MOZ,2020-10-15,2
Mozambique,MOZ,2020-10-16,2
Mozambique,MOZ,2020-10-17,2
Mozambique,MOZ,2020-10-18,2
Mozambique,MOZ,2020-10-19,2
Mozambique,MOZ,2020-10-20,2
Mozambique,MOZ,2020-10-21,2
Mozambique,MOZ,2020-10-22,3
Mozambique,MOZ,2020-10-23,3
Mozambique,MOZ,2020-10-24,3
Mozambique,MOZ,2020-10-25,3
Mozambique,MOZ,2020-10-26,3
Mozambique,MOZ,2020-10-27,3
Mozambique,MOZ,2020-10-28,3
Mozambique,MOZ,2020-10-29,2
Mozambique,MOZ,2020-10-30,2
Mozambique,MOZ,2020-10-31,2
Mozambique,MOZ,2020-11-01,2
Mozambique,MOZ,2020-11-02,2
Mozambique,MOZ,2020-11-03,2
Mozambique,MOZ,2020-11-04,2
Mozambique,MOZ,2020-11-05,2
Mozambique,MOZ,2020-11-06,2
Mozambique,MOZ,2020-11-07,2
Mozambique,MOZ,2020-11-08,2
Mozambique,MOZ,2020-11-09,2
Mozambique,MOZ,2020-11-10,2
Mozambique,MOZ,2020-11-11,2
Mozambique,MOZ,2020-11-12,2
Mozambique,MOZ,2020-11-13,2
Mozambique,MOZ,2020-11-14,0
Mozambique,MOZ,2020-11-15,0
Mozambique,MOZ,2020-11-16,0
Mozambique,MOZ,2020-11-17,0
Mozambique,MOZ,2020-11-18,0
Mozambique,MOZ,2020-11-19,0
Mozambique,MOZ,2020-11-20,0
Mozambique,MOZ,2020-11-21,0
Mozambique,MOZ,2020-11-22,0
Mozambique,MOZ,2020-11-23,0
Mozambique,MOZ,2020-11-24,0
Myanmar,MMR,2020-01-01,0
Myanmar,MMR,2020-01-02,0
Myanmar,MMR,2020-01-03,0
Myanmar,MMR,2020-01-04,0
Myanmar,MMR,2020-01-05,0
Myanmar,MMR,2020-01-06,0
Myanmar,MMR,2020-01-07,0
Myanmar,MMR,2020-01-08,0
Myanmar,MMR,2020-01-09,0
Myanmar,MMR,2020-01-10,0
Myanmar,MMR,2020-01-11,0
Myanmar,MMR,2020-01-12,0
Myanmar,MMR,2020-01-13,0
Myanmar,MMR,2020-01-14,0
Myanmar,MMR,2020-01-15,0
Myanmar,MMR,2020-01-16,0
Myanmar,MMR,2020-01-17,0
Myanmar,MMR,2020-01-18,0
Myanmar,MMR,2020-01-19,0
Myanmar,MMR,2020-01-20,0
Myanmar,MMR,2020-01-21,0
Myanmar,MMR,2020-01-22,0
Myanmar,MMR,2020-01-23,0
Myanmar,MMR,2020-01-24,0
Myanmar,MMR,2020-01-25,0
Myanmar,MMR,2020-01-26,0
Myanmar,MMR,2020-01-27,0
Myanmar,MMR,2020-01-28,0
Myanmar,MMR,2020-01-29,0
Myanmar,MMR,2020-01-30,0
Myanmar,MMR,2020-01-31,0
Myanmar,MMR,2020-02-01,1
Myanmar,MMR,2020-02-02,1
Myanmar,MMR,2020-02-03,1
Myanmar,MMR,2020-02-04,1
Myanmar,MMR,2020-02-05,1
Myanmar,MMR,2020-02-06,1
Myanmar,MMR,2020-02-07,1
Myanmar,MMR,2020-02-08,1
Myanmar,MMR,2020-02-09,1
Myanmar,MMR,2020-02-10,1
Myanmar,MMR,2020-02-11,1
Myanmar,MMR,2020-02-12,1
Myanmar,MMR,2020-02-13,1
Myanmar,MMR,2020-02-14,1
Myanmar,MMR,2020-02-15,1
Myanmar,MMR,2020-02-16,1
Myanmar,MMR,2020-02-17,1
Myanmar,MMR,2020-02-18,1
Myanmar,MMR,2020-02-19,1
Myanmar,MMR,2020-02-20,1
Myanmar,MMR,2020-02-21,1
Myanmar,MMR,2020-02-22,1
Myanmar,MMR,2020-02-23,1
Myanmar,MMR,2020-02-24,1
Myanmar,MMR,2020-02-25,1
Myanmar,MMR,2020-02-26,1
Myanmar,MMR,2020-02-27,1
Myanmar,MMR,2020-02-28,1
Myanmar,MMR,2020-02-29,1
Myanmar,MMR,2020-03-01,1
Myanmar,MMR,2020-03-02,1
Myanmar,MMR,2020-03-03,1
Myanmar,MMR,2020-03-04,1
Myanmar,MMR,2020-03-05,1
Myanmar,MMR,2020-03-06,1
Myanmar,MMR,2020-03-07,1
Myanmar,MMR,2020-03-08,1
Myanmar,MMR,2020-03-09,1
Myanmar,MMR,2020-03-10,1
Myanmar,MMR,2020-03-11,1
Myanmar,MMR,2020-03-12,1
Myanmar,MMR,2020-03-13,1
Myanmar,MMR,2020-03-14,1
Myanmar,MMR,2020-03-15,2
Myanmar,MMR,2020-03-16,2
Myanmar,MMR,2020-03-17,2
Myanmar,MMR,2020-03-18,2
Myanmar,MMR,2020-03-19,2
Myanmar,MMR,2020-03-20,2
Myanmar,MMR,2020-03-21,2
Myanmar,MMR,2020-03-22,2
Myanmar,MMR,2020-03-23,2
Myanmar,MMR,2020-03-24,2
Myanmar,MMR,2020-03-25,2
Myanmar,MMR,2020-03-26,2
Myanmar,MMR,2020-03-27,2
Myanmar,MMR,2020-03-28,2
Myanmar,MMR,2020-03-29,2
Myanmar,MMR,2020-03-30,3
Myanmar,MMR,2020-03-31,3
Myanmar,MMR,2020-04-01,3
Myanmar,MMR,2020-04-02,3
Myanmar,MMR,2020-04-03,3
Myanmar,MMR,2020-04-04,3
Myanmar,MMR,2020-04-05,3
Myanmar,MMR,2020-04-06,3
Myanmar,MMR,2020-04-07,3
Myanmar,MMR,2020-04-08,3
Myanmar,MMR,2020-04-09,3
Myanmar,MMR,2020-04-10,3
Myanmar,MMR,2020-04-11,3
Myanmar,MMR,2020-04-12,3
Myanmar,MMR,2020-04-13,3
Myanmar,MMR,2020-04-14,3
Myanmar,MMR,2020-04-15,3
Myanmar,MMR,2020-04-16,3
Myanmar,MMR,2020-04-17,3
Myanmar,MMR,2020-04-18,3
Myanmar,MMR,2020-04-19,3
Myanmar,MMR,2020-04-20,3
Myanmar,MMR,2020-04-21,3
Myanmar,MMR,2020-04-22,3
Myanmar,MMR,2020-04-23,3
Myanmar,MMR,2020-04-24,3
Myanmar,MMR,2020-04-25,3
Myanmar,MMR,2020-04-26,3
Myanmar,MMR,2020-04-27,3
Myanmar,MMR,2020-04-28,3
Myanmar,MMR,2020-04-29,3
Myanmar,MMR,2020-04-30,3
Myanmar,MMR,2020-05-01,3
Myanmar,MMR,2020-05-02,3
Myanmar,MMR,2020-05-03,3
Myanmar,MMR,2020-05-04,3
Myanmar,MMR,2020-05-05,3
Myanmar,MMR,2020-05-06,3
Myanmar,MMR,2020-05-07,3
Myanmar,MMR,2020-05-08,3
Myanmar,MMR,2020-05-09,3
Myanmar,MMR,2020-05-10,3
Myanmar,MMR,2020-05-11,3
Myanmar,MMR,2020-05-12,3
Myanmar,MMR,2020-05-13,3
Myanmar,MMR,2020-05-14,3
Myanmar,MMR,2020-05-15,3
Myanmar,MMR,2020-05-16,3
Myanmar,MMR,2020-05-17,3
Myanmar,MMR,2020-05-18,3
Myanmar,MMR,2020-05-19,3
Myanmar,MMR,2020-05-20,3
Myanmar,MMR,2020-05-21,3
Myanmar,MMR,2020-05-22,3
Myanmar,MMR,2020-05-23,3
Myanmar,MMR,2020-05-24,3
Myanmar,MMR,2020-05-25,3
Myanmar,MMR,2020-05-26,3
Myanmar,MMR,2020-05-27,3
Myanmar,MMR,2020-05-28,3
Myanmar,MMR,2020-05-29,3
Myanmar,MMR,2020-05-30,3
Myanmar,MMR,2020-05-31,3
Myanmar,MMR,2020-06-01,3
Myanmar,MMR,2020-06-02,3
Myanmar,MMR,2020-06-03,3
Myanmar,MMR,2020-06-04,3
Myanmar,MMR,2020-06-05,3
Myanmar,MMR,2020-06-06,3
Myanmar,MMR,2020-06-07,3
Myanmar,MMR,2020-06-08,3
Myanmar,MMR,2020-06-09,3
Myanmar,MMR,2020-06-10,3
Myanmar,MMR,2020-06-11,3
Myanmar,MMR,2020-06-12,3
Myanmar,MMR,2020-06-13,3
Myanmar,MMR,2020-06-14,3
Myanmar,MMR,2020-06-15,3
Myanmar,MMR,2020-06-16,3
Myanmar,MMR,2020-06-17,3
Myanmar,MMR,2020-06-18,3
Myanmar,MMR,2020-06-19,3
Myanmar,MMR,2020-06-20,3
Myanmar,MMR,2020-06-21,3
Myanmar,MMR,2020-06-22,3
Myanmar,MMR,2020-06-23,3
Myanmar,MMR,2020-06-24,3
Myanmar,MMR,2020-06-25,3
Myanmar,MMR,2020-06-26,3
Myanmar,MMR,2020-06-27,3
Myanmar,MMR,2020-06-28,3
Myanmar,MMR,2020-06-29,3
Myanmar,MMR,2020-06-30,3
Myanmar,MMR,2020-07-01,3
Myanmar,MMR,2020-07-02,3
Myanmar,MMR,2020-07-03,3
Myanmar,MMR,2020-07-04,3
Myanmar,MMR,2020-07-05,3
